account_id,alert_id,customer_id,signup_date,alert_date,alert_type,alert_status
800000000205,25ddb0af-e73c-4096-a589-a34cd930e5ec,CUST-000326,2024-03-27,2024-11-21,Credit Inquiry,Resolved
800000000206,7e154850-9058-4a8f-a7a6-6459b012ac28,CUST-000652,2024-01-27,2024-07-24,Credit Inquiry,Pending
800000000207,4a5ed26b-23f9-4c1d-a4f3-9df466a750d6,CUST-000122,2024-11-14,2025-04-15,Credit Inquiry,Pending
800000000208,06919231-4c9c-411f-923a-b564b9d146d0,CUST-000669,2024-06-06,2024-11-27,Dark Web Monitoring,Acknowledged
800000000209,2b014544-8d61-4a5b-9936-c51c5aac21b7,CUST-000709,2024-03-11,2024-09-26,Data Breach,Pending
800000000210,0db3b18e-f2f1-4ea8-b464-51f95c08d1dc,CUST-000613,2024-06-02,2025-02-08,Dark Web Monitoring,Pending
800000000211,1f14fe19-0a3d-487a-b192-e60b93da49fe,CUST-000216,2024-09-18,2024-10-22,Dark Web Monitoring,Acknowledged
800000000212,84dd7226-a9d8-4f9f-a1bf-f5e8766f9b36,CUST-000017,2024-06-19,2025-01-05,Dark Web Monitoring,Acknowledged
800000000213,336eb7f7-5504-4d0b-906d-a99165fb9c3a,CUST-000048,2024-09-25,2025-03-31,Dark Web Monitoring,Resolved
800000000214,3acf312e-5cc7-42bc-a650-48fb5bf79bca,CUST-000713,2024-05-04,2025-03-09,Data Breach,Acknowledged
800000000215,a5111a44-1c87-4fc5-b869-08568bc0b65c,CUST-000116,2024-12-22,2025-01-22,Dark Web Monitoring,Acknowledged
800000000216,08137c70-b008-41a5-aef2-9b16c404392e,CUST-000754,2024-03-23,2025-05-24,Dark Web Monitoring,Acknowledged
800000000217,d370515a-627c-4bd5-b46c-38cd8fcc5693,CUST-000283,2024-06-23,2025-04-14,Credit Inquiry,Acknowledged
800000000218,cb3175e2-0a14-4169-a351-0acd2a21bf6b,CUST-000754,2024-03-23,2024-05-24,Social Media Account Takeover,Resolved
800000000219,43abe56b-4527-4f39-ac07-3fb36e38cebd,CUST-000360,2024-06-19,2024-08-29,Dark Web Monitoring,Acknowledged
800000000220,6906555d-07b1-4293-a77e-8c1e82e558e5,CUST-000652,2024-01-27,2024-07-18,Dark Web Monitoring,Pending
800000000221,0c47b7d0-f6ba-45c9-befa-0d5cb5669eba,CUST-000792,2024-01-25,2024-07-30,Dark Web Monitoring,Pending
800000000222,12bb4508-21f4-42b0-b190-227e2f1d6b5f,CUST-000376,2024-06-30,2025-05-16,Dark Web Monitoring,Resolved
800000000223,f34f895d-7d1b-4e09-990b-ac6f1e0df92f,CUST-000272,2024-07-10,2024-08-09,Credit Inquiry,Pending
800000000224,3d6feb0b-6907-48e1-90d9-3dacbace91cc,CUST-000149,2024-05-22,2025-01-05,Credit Inquiry,Pending
800000000225,dfad8bfd-fb51-4aef-9057-ab0e4a55c423,CUST-000462,2024-05-25,2024-09-24,Dark Web Monitoring,Pending
800000000226,790b2c57-9d99-4f98-a6a6-758d9b6cb342,CUST-000473,2024-10-16,2024-11-11,Dark Web Monitoring,Resolved
800000000227,c29eff42-8f3e-49c3-8453-98456f43eb10,CUST-000244,2024-04-27,2024-11-18,Dark Web Monitoring,Pending
800000000228,d40a6aae-acb4-4fbd-ac0c-6bc030cdb3f2,CUST-000252,2024-11-02,2024-11-23,Dark Web Monitoring,Resolved
800000000229,21a37511-4a33-4fe3-ba7b-badc3956d546,CUST-000490,2024-01-12,2024-04-05,Dark Web Monitoring,Resolved
800000000230,9b55e7cc-a042-4765-94a6-8b553ebb9fd6,CUST-000306,2024-08-17,2025-06-12,Dark Web Monitoring,Acknowledged
800000000231,be1dee54-2ae7-4aec-9323-562a48339207,CUST-000283,2024-06-23,2024-06-30,Dark Web Monitoring,Pending
800000000232,ef4999ba-e4f7-4494-8040-383e3e067d4c,CUST-000597,2024-12-23,2025-01-15,Social Media Account Takeover,Acknowledged
800000000233,13e68167-960b-4a04-b2a7-0baf37c50f04,CUST-000186,2024-10-31,2025-05-06,Dark Web Monitoring,Resolved
800000000234,0add5aa2-c627-4efb-a3b2-c2daba0dc0a3,CUST-000618,2024-04-11,2024-08-30,Credit Inquiry,Resolved
800000000235,9157f6d7-d174-4bc7-b532-a15e94dfcc92,CUST-000719,2024-08-17,2024-12-26,Data Breach,Pending
800000000236,7f16ad80-6562-4d1b-aa50-53ec7b0bbdbb,CUST-000915,2024-01-29,2024-03-08,Credit Inquiry,Pending
800000000237,a59aecc7-e825-4967-ad77-5cdf5c5b61c5,CUST-000311,2024-02-07,2024-11-24,Dark Web Monitoring,Pending
800000000238,6800a0e5-c2d4-4eb6-a2c0-c60b71058dea,CUST-000929,2024-11-05,2025-04-01,Dark Web Monitoring,Acknowledged
800000000239,a7cca3e8-1369-4c9a-b88e-44432ab1e9ef,CUST-000753,2024-02-16,2024-09-12,Dark Web Monitoring,Acknowledged
800000000240,42bdece4-79d0-4bc3-8054-f592b319f5b4,CUST-000651,2024-07-23,2024-11-06,Data Breach,Resolved
800000000241,0e18a7e7-aa77-40e8-a297-05da8a581702,CUST-000556,2024-07-24,2024-10-09,Credit Inquiry,Acknowledged
800000000242,bda0644c-5a44-46bc-b480-ccc4d481c208,CUST-000978,2024-06-24,2024-09-15,Dark Web Monitoring,Resolved
800000000243,36118d54-dcf3-4af4-a952-3ce1b1f7d066,CUST-000218,2024-03-23,2024-11-18,Dark Web Monitoring,Pending
800000000244,5c147d77-e28d-409f-8dd2-20e5a0f85044,CUST-000178,2024-12-26,2025-04-04,Dark Web Monitoring,Resolved
800000000245,001749bd-cd7d-4663-ba87-359d5e98350c,CUST-000636,2024-06-21,2024-09-16,Dark Web Monitoring,Acknowledged
800000000246,d382b3cb-7258-4014-8902-cdb4da09743a,CUST-000539,2024-10-29,2025-01-07,Dark Web Monitoring,Pending
800000000247,9dfbda03-1087-4b7e-b973-14f90dc2b336,CUST-000187,2024-08-10,2024-10-23,Dark Web Monitoring,Pending
800000000248,149e394f-4e00-413e-8b63-93b18bdfe68c,CUST-000530,2024-05-09,2025-01-03,Data Breach,Acknowledged
800000000249,c0771496-4a82-4d9b-acf3-d97c95980adf,CUST-000048,2024-09-25,2025-05-26,Dark Web Monitoring,Resolved
800000000250,d7e714be-cf82-4055-b239-b8a98621f3f6,CUST-000250,2024-05-06,2024-06-29,Dark Web Monitoring,Pending
800000000251,1ec00593-d20a-4d41-be74-7033f444b8cb,CUST-000306,2024-08-17,2025-04-24,Dark Web Monitoring,Resolved
800000000252,ef09b616-e12f-47c7-ac8d-3b4d99233fc1,CUST-000140,2024-09-09,2025-03-08,Data Breach,Acknowledged
800000000253,84a21c28-8160-4f7f-bd6f-8d6fbe5ba989,CUST-000786,2024-07-11,2025-03-17,Dark Web Monitoring,Acknowledged
800000000254,4a0ab05d-6509-48e8-bbd5-4068e8f1c2c3,CUST-000539,2024-10-29,2025-06-03,Data Breach,Acknowledged
800000000255,d417ebae-2757-48d9-abb2-93b5fed6a254,CUST-000211,2024-11-17,2024-11-18,Dark Web Monitoring,Pending
800000000256,15067828-174b-45b9-88d1-f62f2a9c4948,CUST-000115,2024-11-11,2025-01-11,Credit Inquiry,Pending
800000000257,bae879c7-dc29-4bb7-b8f6-11faf1d8b0f9,CUST-000714,2024-10-12,2025-05-31,Dark Web Monitoring,Resolved
800000000258,1f5752d1-4cc4-4ff5-97df-6e1be5bf0b29,CUST-000434,2024-01-18,2025-05-14,Dark Web Monitoring,Pending
800000000259,567f14bb-9cb9-4c0d-b97c-eeb6d283fb6d,CUST-000165,2024-10-06,2025-01-27,Dark Web Monitoring,Pending
800000000260,a1397772-9be5-4189-a136-966baaaa4d2e,CUST-000013,2024-12-26,2025-03-14,Dark Web Monitoring,Pending
800000000261,b74344f8-85c9-464d-af31-02792904954d,CUST-000088,2024-01-09,2025-01-04,Dark Web Monitoring,Acknowledged
800000000262,c9a27c96-7069-45ac-a70f-fd67a0c69399,CUST-000548,2024-09-26,2024-12-02,Dark Web Monitoring,Acknowledged
800000000263,bbf410c2-1041-4622-ad11-480931f251bd,CUST-000972,2024-06-10,2025-01-30,Dark Web Monitoring,Acknowledged
800000000264,bdd0465a-58a0-4bf6-9db8-d211e55ff53a,CUST-000653,2024-01-03,2024-06-07,Data Breach,Acknowledged
800000000265,dd2cdf33-cfd8-4a66-ba6d-ab142221c54e,CUST-000613,2024-06-02,2025-02-13,Dark Web Monitoring,Pending
800000000266,1401b133-cfe3-4164-9911-e3aebec152ed,CUST-000700,2024-03-28,2024-07-25,Dark Web Monitoring,Acknowledged
800000000267,3342d3b3-c80a-4c9c-9778-00633a148bb6,CUST-000807,2024-12-01,2025-01-28,Dark Web Monitoring,Acknowledged
800000000268,745069fb-cc7e-4159-8c13-198b499e7107,CUST-000878,2024-01-14,2024-07-04,Data Breach,Acknowledged
800000000269,e12a7a64-81c5-461d-a6f3-c3a498ce96cb,CUST-000845,2024-11-16,2025-02-07,Data Breach,Acknowledged
800000000270,1cdb4e2b-8040-4cd3-8517-fa5dbd6e586d,CUST-000691,2024-10-22,2025-03-12,Dark Web Monitoring,Acknowledged
800000000271,da971468-64f5-49cc-9381-ea97bb8f5c8d,CUST-000653,2024-01-03,2024-07-06,Data Breach,Pending
800000000272,23e96fd1-3de7-47ad-b80f-4004d0c16290,CUST-000699,2024-01-20,2024-05-24,Credit Inquiry,Resolved
800000000273,309ce9d9-449f-4fa1-b801-3463a9579463,CUST-000306,2024-08-17,2025-05-17,Credit Inquiry,Pending
800000000274,24bcc0e8-fc82-463f-a857-89b118906fc4,CUST-000306,2024-08-17,2025-03-14,Dark Web Monitoring,Resolved
800000000275,f700cac8-8ed9-4275-9ffb-60bba17abd45,CUST-000105,2024-04-24,2025-01-10,Credit Inquiry,Acknowledged
800000000276,e28fb4d0-78a3-4e5a-ac45-954495293416,CUST-000902,2024-04-06,2024-08-30,Dark Web Monitoring,Acknowledged
800000000277,e8da09eb-0148-465f-8bcc-1a2d2cd5f0a1,CUST-000489,2024-12-04,2025-05-18,Data Breach,Resolved
800000000278,5bcb8168-713a-4b80-9bbd-73f585dc041f,CUST-000874,2024-10-03,2024-11-03,Dark Web Monitoring,Pending
800000000279,ea06dc30-b697-4271-a619-509c2996648f,CUST-000504,2024-06-26,2025-05-13,Dark Web Monitoring,Resolved
800000000280,24598ba5-2347-4bbf-9a5a-590a2f3151c4,CUST-000636,2024-06-21,2024-06-23,Credit Inquiry,Resolved
800000000281,4500475d-b967-411c-8b7c-b4d585c5db80,CUST-000013,2024-12-26,2025-05-09,Social Media Account Takeover,Acknowledged
800000000282,27474036-def1-44d4-baaf-0a6526f729a7,CUST-000583,2024-12-28,2025-04-11,Data Breach,Acknowledged
800000000283,4c912b7d-f545-4056-aaa7-706d5249e732,CUST-000240,2024-02-22,2025-06-29,Dark Web Monitoring,Resolved
800000000284,d505e436-6df5-40fa-af6c-ae2dc9da3479,CUST-000185,2024-03-26,2025-06-08,Dark Web Monitoring,Pending
800000000285,0e30ced8-c591-45e5-bded-9eaf0e83d83d,CUST-000757,2024-01-06,2024-02-19,Data Breach,Acknowledged
800000000286,97042061-e490-4456-86a8-26b2175facce,CUST-000504,2024-06-26,2025-01-17,Credit Inquiry,Resolved
800000000287,8c012140-f703-4f6e-9205-c39d66a77275,CUST-000990,2024-12-26,2025-04-04,Dark Web Monitoring,Acknowledged
800000000288,33f799e7-d18d-4781-b2d8-c526dd133769,CUST-000622,2024-10-25,2024-11-08,Credit Inquiry,Resolved
800000000289,bbd70fa9-7911-46d6-9e28-1535eff4c57c,CUST-000752,2024-11-06,2025-02-28,Dark Web Monitoring,Pending
800000000290,7dcf7fb3-50cb-4e98-a02a-9e6a033b8d23,CUST-000806,2024-12-27,2025-02-25,Data Breach,Pending
800000000291,b59881c2-cc17-4c2d-9bd7-9b083bfac8ab,CUST-000825,2024-03-06,2024-05-30,Dark Web Monitoring,Acknowledged
800000000292,c83fec5a-846f-4c13-9149-53c7bb165d1c,CUST-000654,2024-09-15,2025-07-09,Data Breach,Pending
800000000293,77af1556-ac76-45e0-9b05-e513cdbd9074,CUST-000613,2024-06-02,2024-06-15,Dark Web Monitoring,Pending
800000000294,5caa39a1-0326-4412-9f44-a3cd84dfec85,CUST-000767,2024-01-27,2024-03-08,Credit Inquiry,Acknowledged
800000000295,89f0047b-c795-4949-9850-2da62b1396ff,CUST-000900,2024-08-16,2025-03-04,Dark Web Monitoring,Resolved
800000000296,edd2e2d9-a4da-4ae6-8c46-bc9b8b9cd24a,CUST-000631,2024-02-11,2024-12-24,Dark Web Monitoring,Resolved
800000000297,84ee6dfe-0c83-4e6e-8f04-909d3e05c2fc,CUST-000384,2024-03-06,2024-09-21,Dark Web Monitoring,Pending
800000000298,cd40550e-c609-48ea-8b60-4dcb868b5138,CUST-000784,2024-02-14,2024-08-06,Credit Inquiry,Resolved
800000000299,3a247628-25bf-4638-8af8-5e172e3473c0,CUST-000714,2024-10-12,2025-04-25,Credit Inquiry,Acknowledged
800000000300,2c568a36-e606-4d13-a841-faeb395480d8,CUST-000438,2024-06-01,2024-07-18,Dark Web Monitoring,Pending
800000000301,af87e9b7-5bf0-4344-8eb0-5286b3631067,CUST-000838,2024-02-07,2025-04-15,Dark Web Monitoring,Pending
800000000302,a5b367e3-d867-4962-849e-89ac0e39857f,CUST-000693,2024-07-06,2024-11-17,Data Breach,Resolved
800000000303,23742080-c608-4f65-9a66-eacee8b57b59,CUST-000581,2024-10-31,2025-04-14,Credit Inquiry,Resolved
800000000304,74c6ce59-2604-449e-8059-b5419b0dc389,CUST-000877,2024-08-08,2024-09-02,Dark Web Monitoring,Pending
800000000305,3160c21b-42ed-46cf-9216-dcd503774390,CUST-000308,2024-04-17,2025-04-06,Dark Web Monitoring,Resolved
800000000306,4becc23e-d116-415a-8830-0945a1b64b8a,CUST-000928,2024-06-18,2024-11-19,Dark Web Monitoring,Acknowledged
800000000307,3d4eb90f-b7d6-4926-a409-9b66518ca0ba,CUST-000207,2024-03-01,2024-06-28,Data Breach,Resolved
800000000308,f3f9d222-9b8f-427b-bf50-72c1cfded01a,CUST-000149,2024-05-22,2025-02-11,Credit Inquiry,Acknowledged
800000000309,0d504fc1-21c0-4302-a3ee-5f400e4b07a1,CUST-000230,2024-09-07,2024-11-25,Dark Web Monitoring,Acknowledged
800000000310,9f2a117f-0d41-4438-af9e-03e96a3b7157,CUST-000530,2024-05-09,2024-12-20,Credit Inquiry,Pending
800000000311,bd9ba0ba-1f1a-4dfd-b9e0-6c87fedb6e4c,CUST-000105,2024-04-24,2024-04-26,Dark Web Monitoring,Resolved
800000000312,96fb2199-1bfe-4ee8-8480-9499833ab2f7,CUST-000833,2024-04-29,2024-11-06,Social Media Account Takeover,Acknowledged
800000000313,71b6c5a6-903e-42d2-acab-4fbb3cd2de6a,CUST-000016,2024-04-11,2025-03-27,Credit Inquiry,Pending
800000000314,b88b38ae-89d7-4146-ac8f-5d23cbeb32ad,CUST-000522,2024-04-14,2025-05-02,Dark Web Monitoring,Acknowledged
800000000315,bd187dc8-992d-4920-a523-476768c222cc,CUST-000185,2024-03-26,2024-05-14,Dark Web Monitoring,Pending
800000000316,86192663-e602-4bb0-a713-addb9445da41,CUST-000178,2024-12-26,2025-03-17,Dark Web Monitoring,Pending
800000000317,0c51895d-537e-404a-9969-3772b04495c8,CUST-000048,2024-09-25,2025-02-28,Data Breach,Resolved
800000000318,2eca9dce-c5d8-4db3-985d-79936dc23d4f,CUST-000280,2024-08-19,2024-12-29,Credit Inquiry,Resolved
800000000319,1fd9b06e-a8d1-4f3e-9d75-75f9c3e5d85c,CUST-000181,2024-02-16,2024-08-04,Dark Web Monitoring,Pending
800000000320,8b4bcc0e-b60a-4453-a5ba-8792016c9a7d,CUST-000856,2024-12-30,2025-03-12,Dark Web Monitoring,Acknowledged
800000000321,51a102d7-26ba-4c24-b193-62ab4ae98eee,CUST-000132,2024-02-22,2025-03-10,Dark Web Monitoring,Acknowledged
800000000322,7193a65d-c310-42bd-81ce-07eb8b57c0e7,CUST-000773,2024-01-05,2024-12-22,Social Media Account Takeover,Resolved
800000000323,12a45616-8939-474e-a975-9bc26b81d610,CUST-000806,2024-12-27,2025-05-16,Dark Web Monitoring,Resolved
800000000324,3e0bf74c-1d1c-4320-b53f-091c9cc7867d,CUST-000199,2024-01-24,2025-03-31,Credit Inquiry,Resolved
800000000325,d9dbcfc7-3704-470d-bff0-1603367eb5ba,CUST-000289,2024-06-17,2025-06-02,Data Breach,Pending
800000000326,0c3a5ba4-e5b5-4290-bd16-25f9e50cab45,CUST-000529,2024-03-11,2024-04-28,Dark Web Monitoring,Resolved
800000000327,184650a0-a253-4a25-b9f1-fff941e601ae,CUST-000110,2024-03-04,2024-10-27,Credit Inquiry,Pending
800000000328,22d7033d-7151-4e9e-b23d-98cf6fdbd96f,CUST-000534,2024-11-25,2025-04-14,Dark Web Monitoring,Pending
800000000329,2ff636a1-8a03-409b-923d-82e3612c257c,CUST-000708,2024-08-22,2025-01-03,Credit Inquiry,Pending
800000000330,2da3f6a3-4d94-44c6-8b25-139239d0e944,CUST-000719,2024-08-17,2024-11-19,Credit Inquiry,Acknowledged
800000000331,50cac64b-f13f-4371-8950-3cea169eb0d6,CUST-000855,2024-09-10,2025-07-04,Dark Web Monitoring,Pending
800000000332,6a0b0793-d2c9-4bf7-a59a-5ba5ae1b57cc,CUST-000965,2024-10-28,2025-02-19,Dark Web Monitoring,Resolved
800000000333,db724536-016b-427f-a194-49dc2eed0aef,CUST-000530,2024-05-09,2025-02-13,Credit Inquiry,Acknowledged
800000000334,82fbc8fe-9ebb-4b08-b18f-752ce9d4dc2d,CUST-000965,2024-10-28,2025-05-15,Dark Web Monitoring,Pending
800000000335,9e7c3c81-5dcd-4b3c-a6c7-6bd360f5c8b0,CUST-000812,2024-10-18,2025-02-04,Data Breach,Resolved
800000000336,0d7bc1da-e0f0-4893-bc7d-5270b7490a5b,CUST-000382,2024-03-29,2025-05-23,Dark Web Monitoring,Pending
800000000337,73f77595-6e9c-49c7-b1b5-acf0b7b2d815,CUST-000339,2024-10-27,2025-01-13,Dark Web Monitoring,Resolved
800000000338,669a6fc2-5962-4f17-be52-46782c04c399,CUST-000792,2024-01-25,2024-02-28,Credit Inquiry,Pending
800000000339,a3ff0e1f-3aa0-4ef9-892f-aad362a8c630,CUST-000326,2024-03-27,2024-05-29,Dark Web Monitoring,Pending
800000000340,55c1d7af-7459-4aa0-a38a-5e8e461080d1,CUST-000825,2024-03-06,2025-05-09,Social Media Account Takeover,Resolved
800000000341,4333b1e4-716c-44d2-a0d4-7acb18233ea0,CUST-000273,2024-09-07,2025-05-18,Data Breach,Pending
800000000342,a53fac27-fbea-4781-a418-917e05e4ddcc,CUST-000902,2024-04-06,2025-01-01,Dark Web Monitoring,Pending
800000000343,7589dfe8-278f-41c6-85c4-7517601aa81e,CUST-000812,2024-10-18,2025-04-06,Credit Inquiry,Resolved
800000000344,b44e753a-508c-4ed4-b112-075ac275d6c3,CUST-000187,2024-08-10,2025-07-12,Dark Web Monitoring,Pending
800000000345,f0012900-5cc2-4aa4-827f-0c6822654d6f,CUST-000476,2024-07-17,2024-12-27,Dark Web Monitoring,Pending
800000000346,9959d77d-f146-4c83-b3fe-14927b497435,CUST-000994,2024-10-01,2025-05-17,Dark Web Monitoring,Resolved
800000000347,8fdbf492-20af-4a88-bee2-0f1d4d718ac9,CUST-000291,2024-04-11,2024-10-08,Dark Web Monitoring,Pending
800000000348,e1b764bb-e1df-4100-95a4-eccbffea97cf,CUST-000515,2024-03-21,2025-06-28,Credit Inquiry,Resolved
800000000349,b35b391c-eb3d-434d-8576-722d4bd4a0b3,CUST-000408,2024-11-13,2024-12-31,Credit Inquiry,Acknowledged
800000000350,19e1eb00-5c6b-44a4-80e0-22611416293a,CUST-000354,2024-08-11,2025-05-17,Credit Inquiry,Acknowledged
800000000351,119b8be5-aba4-4cf6-8063-e9a1475c8bd6,CUST-000210,2024-07-14,2024-12-02,Dark Web Monitoring,Pending
800000000352,9765922f-9168-4700-80ad-ac17ab8fe699,CUST-000512,2024-09-09,2024-11-17,Dark Web Monitoring,Pending
800000000353,ad0a6558-fef7-4805-a528-19c60062599a,CUST-000668,2024-11-13,2025-06-16,Credit Inquiry,Pending
800000000354,0af1f87e-22fd-4a77-99bf-abc8c06985e9,CUST-000714,2024-10-12,2025-05-22,Dark Web Monitoring,Resolved
800000000355,45d65710-886e-4640-aeb3-a54ad4f3351d,CUST-000276,2024-12-20,2025-04-26,Dark Web Monitoring,Pending
800000000356,353ed494-b248-4e84-9a33-c7afe5cc9494,CUST-000939,2024-10-13,2024-11-07,Social Media Account Takeover,Pending
800000000357,cf177087-9726-4ba8-b276-69286de12b5d,CUST-000504,2024-06-26,2025-05-30,Credit Inquiry,Resolved
800000000358,21b4dcd5-7748-476d-94df-b92e4b25440c,CUST-000814,2024-07-28,2025-03-28,Dark Web Monitoring,Acknowledged
800000000359,e562ad59-5630-4af1-b55e-da436cf1734d,CUST-000312,2024-05-31,2024-09-02,Credit Inquiry,Resolved
800000000360,b51aebd0-0b52-453b-aa9f-bfa3da9d81e0,CUST-000965,2024-10-28,2025-03-18,Dark Web Monitoring,Pending
800000000361,0aef0351-e240-4b49-99d7-67213ddd2258,CUST-000635,2024-01-14,2024-06-21,Dark Web Monitoring,Pending
800000000362,22d50fa4-5927-4c46-b8c0-4983005883cf,CUST-000611,2024-05-18,2024-10-03,Dark Web Monitoring,Acknowledged
800000000363,8a946617-e987-43d9-919d-e3e21ca4d464,CUST-000133,2024-05-24,2024-11-07,Data Breach,Acknowledged
800000000364,a0cbe7f2-a401-48cb-99b8-7a8325f7a570,CUST-000326,2024-03-27,2025-01-01,Credit Inquiry,Resolved
800000000365,01473117-6f38-475a-9cb5-fb83c9d0e813,CUST-000669,2024-06-06,2024-08-23,Dark Web Monitoring,Resolved
800000000366,76db927f-ea36-4d78-a8be-8c1173e13775,CUST-000699,2024-01-20,2024-04-22,Dark Web Monitoring,Pending
800000000367,e4789aca-b851-45b9-9ff5-a1ff74715a39,CUST-000842,2024-04-12,2025-02-19,Dark Web Monitoring,Pending
800000000368,b0464b60-7e03-4268-9b5e-13142fd171ff,CUST-000546,2024-03-29,2025-07-06,Credit Inquiry,Resolved
800000000369,5d005282-ef4b-4c10-997e-12f13dd0dd74,CUST-000101,2024-08-29,2025-05-12,Dark Web Monitoring,Pending
800000000370,a6ebba9d-9f1e-4ce0-b436-41288079a949,CUST-000607,2024-10-23,2024-11-23,Dark Web Monitoring,Pending
800000000371,0587bec3-7b53-4f0a-a621-4d67a645e597,CUST-000512,2024-09-09,2025-03-24,Dark Web Monitoring,Pending
800000000372,667e58b5-bf85-4a82-ac8f-25c9cbd3dc25,CUST-000384,2024-03-06,2024-03-20,Dark Web Monitoring,Acknowledged
800000000373,70f0bd5e-e6ec-44bd-83ff-d82886d0e65c,CUST-000088,2024-01-09,2025-03-02,Dark Web Monitoring,Acknowledged
800000000374,b2a132fe-7394-412e-a4c7-477a956b0349,CUST-000631,2024-02-11,2024-07-26,Credit Inquiry,Acknowledged
800000000375,5e412214-06a2-4f42-b60e-a28ad85766a3,CUST-000891,2024-01-20,2024-01-22,Dark Web Monitoring,Pending
800000000376,a9305c6c-f72b-48df-84f7-8fd9d2ff73b5,CUST-000925,2024-10-16,2025-07-11,Dark Web Monitoring,Acknowledged
800000000377,47aa64f3-ff61-4aec-8374-49aa5118fb1f,CUST-000900,2024-08-16,2025-01-23,Credit Inquiry,Pending
800000000378,8beda65d-a8e7-460b-a3b0-e75603e47112,CUST-000902,2024-04-06,2024-07-26,Dark Web Monitoring,Acknowledged
800000000379,433d8cb9-8146-44c5-a3ec-52ca14a92374,CUST-000965,2024-10-28,2024-11-15,Credit Inquiry,Resolved
800000000380,b62a3dd8-d473-4111-8550-75a527c1e5c0,CUST-000807,2024-12-01,2025-04-02,Dark Web Monitoring,Resolved
800000000381,5a762e73-47fd-4254-83bd-30f89f16be29,CUST-000748,2024-06-25,2024-08-09,Dark Web Monitoring,Resolved
800000000382,37a8a341-629a-4b88-961e-a4fb75a96ebd,CUST-000812,2024-10-18,2024-11-10,Dark Web Monitoring,Resolved
800000000383,6a5b55ec-4b27-4326-86b1-5bcf897e803b,CUST-000714,2024-10-12,2025-01-09,Dark Web Monitoring,Resolved
800000000384,23c22660-a08b-49c5-83b9-b07816a865cf,CUST-000312,2024-05-31,2024-07-31,Dark Web Monitoring,Acknowledged
800000000385,8442be33-1e1a-4c00-b561-6a66aa7028cc,CUST-000928,2024-06-18,2024-09-08,Credit Inquiry,Acknowledged
800000000386,ce7c9966-2611-4173-b867-b93c54946e20,CUST-000862,2024-02-01,2024-09-27,Credit Inquiry,Pending
800000000387,d08407db-c7a8-4d0f-a884-0fc37688f6a2,CUST-000375,2024-11-06,2025-07-07,Credit Inquiry,Resolved
800000000388,64d31e79-d1bc-4ba7-a3ed-9e5fa21185cf,CUST-000016,2024-04-11,2025-06-20,Credit Inquiry,Acknowledged
800000000389,ecc7ab46-5bd7-496b-b47a-a864a0165cee,CUST-000661,2024-08-09,2025-04-19,Dark Web Monitoring,Acknowledged
800000000390,2643e1dd-7b2f-4fc9-ac3e-7a64a6732690,CUST-000445,2024-06-07,2024-06-30,Credit Inquiry,Resolved
800000000391,72613dfd-a45d-4792-bbd1-f9bbff4a5790,CUST-000815,2024-12-30,2025-04-09,Dark Web Monitoring,Resolved
800000000392,6d2d8c0f-f9e1-447e-beec-71fd59de6ba9,CUST-000103,2024-10-24,2024-12-29,Dark Web Monitoring,Resolved
800000000393,8522d01f-ab77-40fe-b9ce-7a2986a56082,CUST-000874,2024-10-03,2025-07-08,Social Media Account Takeover,Resolved
800000000394,9cbe3fe1-08d5-49c0-8ea2-249ad7c15386,CUST-000149,2024-05-22,2024-06-15,Dark Web Monitoring,Resolved
800000000395,97bbb881-3388-4964-a129-2819dc7becee,CUST-000684,2024-11-05,2025-04-17,Credit Inquiry,Pending
800000000396,a23c2521-ef81-4273-916d-d4d7a90578cd,CUST-000652,2024-01-27,2025-02-17,Dark Web Monitoring,Pending
800000000397,af68bedf-0086-4774-8844-78a9bcb97bc1,CUST-000691,2024-10-22,2025-05-23,Dark Web Monitoring,Acknowledged
800000000398,7509625c-f510-4155-b079-6d0bd863c532,CUST-000205,2024-01-03,2025-03-27,Credit Inquiry,Acknowledged
800000000399,401d605f-ede8-48ff-a4f4-77d90afa5a6d,CUST-000877,2024-08-08,2025-05-02,Credit Inquiry,Pending
800000000400,5416b548-c15b-4a07-824c-2c648c5202f9,CUST-000222,2024-10-22,2025-05-21,Dark Web Monitoring,Pending
800000000401,fe1a97d9-d501-4ad9-b783-4529802e13ed,CUST-000668,2024-11-13,2025-05-01,Dark Web Monitoring,Resolved
800000000402,73318cb7-d90a-4c48-8869-87509100a751,CUST-000205,2024-01-03,2025-04-14,Data Breach,Acknowledged
800000000403,14ce9a2b-0aa5-4afd-9564-162d4ba01706,CUST-000476,2024-07-17,2024-12-13,Dark Web Monitoring,Pending
800000000404,72b6897c-6f1a-43f3-90cc-4e04c9fb7367,CUST-000839,2024-10-25,2025-01-06,Dark Web Monitoring,Pending
800000000405,2a006640-52cd-4b52-8e58-095eb2442ca9,CUST-000450,2024-02-20,2024-05-13,Dark Web Monitoring,Pending
800000000406,1fc408e5-3ed6-4159-8e10-2737d70127e1,CUST-000900,2024-08-16,2025-05-30,Social Media Account Takeover,Acknowledged
800000000407,3187bffa-357e-4d6f-ad59-e41d8616e824,CUST-000635,2024-01-14,2024-10-07,Data Breach,Resolved
800000000408,f5f39371-87d7-4da9-93c2-fc860a6e1ece,CUST-000134,2024-05-07,2025-04-20,Dark Web Monitoring,Pending
